epoch,step,train_loss,val_loss
0,49,1.313004970550537,
0,99,1.199095368385315,
0,149,1.42717444896698,
0,199,1.5610811710357666,
0,249,0.6148321032524109,
0,299,2.2089083194732666,
0,349,1.0239934921264648,
0,399,0.2951045334339142,
0,449,0.3663243353366852,
0,499,0.5930047631263733,
0,549,0.6850107312202454,
0,599,0.4231855869293213,
0,649,0.5252014994621277,
0,699,0.3715972900390625,
0,749,0.4101357161998749,
0,799,0.5906015038490295,
0,849,0.8938397169113159,
0,899,0.18355287611484528,
0,949,0.2620711922645569,
0,999,0.1852767914533615,
0,1049,0.8324164152145386,
0,1099,0.6955695748329163,
0,1149,0.4663495123386383,
0,1199,0.11747853457927704,
0,1249,0.5180650353431702,
0,1299,0.20226970314979553,
0,1349,0.4126073122024536,
0,1399,0.3823714256286621,
0,1449,0.18107597529888153,
0,1499,0.23302045464515686,
0,1549,0.1412564218044281,
0,1599,0.6661468148231506,
0,1649,0.23980680108070374,
0,1699,0.14123737812042236,
0,1749,0.38260820508003235,
0,1799,0.27607762813568115,
0,1849,0.18746201694011688,
0,1899,0.20146146416664124,
0,1949,0.18392609059810638,
0,1999,0.16371886432170868,
0,2049,0.2397429645061493,
0,2099,0.22833798825740814,
0,2149,0.12782205641269684,
0,2199,0.1692790985107422,
0,2249,0.24677050113677979,
0,2299,0.26335036754608154,
0,2349,0.12522850930690765,
0,2399,0.1495875120162964,
0,2449,0.10003278404474258,
0,2499,0.0525212362408638,
0,2549,0.06954830139875412,
0,2599,0.41783300042152405,
0,2649,0.05839673429727554,
0,2699,0.09397668391466141,
0,2749,0.2709677815437317,
0,2799,0.0487934872508049,
0,2849,0.08440297096967697,
0,2899,0.03451891615986824,
0,2949,0.21102875471115112,
0,2999,0.07851015776395798,
0,3049,0.11354280263185501,
0,3099,0.26632389426231384,
0,3149,0.10561094433069229,
0,3199,0.11427494883537292,
0,3249,0.09464571624994278,
0,3299,0.11033952981233597,
0,3349,0.23179389536380768,
0,3399,0.036979902535676956,
0,3449,0.06363102793693542,
0,3499,0.05255213752388954,
0,3549,0.10303623229265213,
0,3599,0.07566161453723907,
0,3649,0.06313399225473404,
0,3699,0.14950376749038696,
0,3749,0.09292790293693542,
0,3799,0.3246682584285736,
0,3849,0.08969288319349289,
0,3857,,0.041782088577747345
1,3899,0.03307633846998215,
1,3949,0.05097014456987381,
1,3999,0.09114593267440796,
1,4049,0.10563475638628006,
1,4099,0.051203999668359756,
1,4149,0.019940124824643135,
1,4199,0.08513673394918442,
1,4249,0.02070266380906105,
1,4299,0.014787457883358002,
1,4349,0.04487301781773567,
1,4399,0.04840569198131561,
1,4449,0.0984896570444107,
1,4499,0.04750196263194084,
1,4549,0.07082078605890274,
1,4599,0.047232337296009064,
1,4649,0.027796730399131775,
1,4699,0.06289840489625931,
1,4749,0.03968111053109169,
1,4799,0.05052978917956352,
1,4849,0.01628902368247509,
1,4899,0.03529006987810135,
1,4949,0.015790676698088646,
1,4999,0.03845316171646118,
1,5049,0.05483487993478775,
1,5099,0.0492270365357399,
1,5149,0.043193571269512177,
1,5199,0.038490355014801025,
1,5249,0.017361734062433243,
1,5299,0.029360640794038773,
1,5349,0.019276205450296402,
1,5399,0.042103856801986694,
1,5449,0.03820933401584625,
1,5499,0.033731620758771896,
1,5549,0.1524185985326767,
1,5599,0.08371511101722717,
1,5649,0.019131168723106384,
1,5699,0.02496180310845375,
1,5749,0.12385450303554535,
1,5799,0.022809164598584175,
1,5849,0.07904075086116791,
1,5899,0.05120131000876427,
1,5949,0.04189889505505562,
1,5999,0.07948967814445496,
1,6049,0.00947942491620779,
1,6099,0.03839017450809479,
1,6149,0.023864878341555595,
1,6199,0.021225908771157265,
1,6249,0.0744447261095047,
1,6299,0.11868064850568771,
1,6349,0.05604652687907219,
1,6399,0.01965254358947277,
