epoch,step,train_loss,val_loss
0,49,3.0936710834503174,
0,99,1.296667218208313,
0,149,1.194759488105774,
0,199,1.908257246017456,
0,249,1.4699140787124634,
0,299,1.8170000314712524,
0,349,1.2352855205535889,
0,399,1.0354795455932617,
0,449,1.7955321073532104,
0,499,0.955658495426178,
0,549,0.70085608959198,
0,599,0.7849833369255066,
0,649,0.9043588042259216,
0,699,0.4686725437641144,
0,749,1.1596606969833374,
0,799,1.3239357471466064,
0,849,0.9833825826644897,
0,899,0.36454084515571594,
0,949,0.4248092472553253,
0,999,0.308273047208786,
0,1049,0.31935030221939087,
0,1099,0.24257275462150574,
0,1149,0.44055095314979553,
0,1199,0.14594422280788422,
0,1249,0.3992926776409149,
0,1299,0.5718507766723633,
0,1349,0.2665729820728302,
0,1399,0.48669952154159546,
0,1449,0.30906474590301514,
0,1499,0.3008745312690735,
0,1549,0.34930428862571716,
0,1599,0.20618906617164612,
0,1649,0.28153377771377563,
0,1699,0.18279340863227844,
0,1749,0.24643385410308838,
0,1799,0.6679679155349731,
0,1849,0.5374837517738342,
0,1899,0.2873145341873169,
0,1949,0.13903950154781342,
0,1999,0.19898700714111328,
0,2049,0.13833804428577423,
0,2099,0.1985168606042862,
0,2149,0.10577902942895889,
0,2199,0.10423143208026886,
0,2249,0.41416415572166443,
0,2299,0.03316075727343559,
0,2349,0.09960566461086273,
0,2399,0.11073201149702072,
0,2449,0.13973481953144073,
0,2499,0.11338534951210022,
0,2549,0.10492554306983948,
0,2599,0.253598690032959,
0,2649,0.8848492503166199,
0,2699,0.17707648873329163,
0,2749,0.4075052738189697,
0,2799,0.10749164968729019,
0,2849,0.4009054899215698,
0,2899,0.13507699966430664,
0,2949,0.08965534716844559,
0,2999,0.0918244868516922,
0,3049,0.4131782650947571,
0,3099,0.2923307716846466,
0,3149,0.18300093710422516,
0,3199,0.1318940371274948,
0,3249,0.3943484425544739,
0,3299,0.39316508173942566,
0,3349,0.04385264962911606,
0,3399,0.10231703519821167,
0,3449,0.20043927431106567,
0,3499,0.17322123050689697,
0,3549,0.1532469093799591,
0,3599,0.06278183311223984,
0,3649,0.028807256370782852,
0,3699,0.2749856114387512,
0,3749,0.10210981965065002,
0,3799,0.2062239944934845,
0,3849,0.0922190472483635,
0,3857,,0.059174325317144394
1,3899,0.039689801633358,
1,3949,0.05207904055714607,
1,3999,0.14826154708862305,
1,4049,0.16991548240184784,
1,4099,0.11780824512243271,
1,4149,0.08384866267442703,
1,4199,0.21361635625362396,
1,4249,0.08935871720314026,
1,4299,0.09663521498441696,
1,4349,0.07231542468070984,
1,4399,0.0098979277536273,
1,4449,0.13189317286014557,
1,4499,0.040234584361314774,
1,4549,0.1276618242263794,
1,4599,0.06549390405416489,
